8.899641224696953554e-03	9.781351536261411093e+04
1.507912216506557788e-02	8.961895401996369765e+04
2.144790186456836667e-02	8.345210535891396285e+04
2.783660776489276650e-02	4.199109901755448664e+04
3.435099785803411021e-02	2.424093641111513352e+04
4.047886761425745911e-02	1.953955153055219125e+04
4.676716683575679601e-02	1.322790823889973763e+04
5.308225101765951665e-02	1.320150941672725821e+04
5.945362440940590160e-02	1.359856322060911043e+04
6.576224814588792211e-02	1.277753552376983680e+04
7.196632906698736953e-02	1.016341697241092515e+04
7.827860915688347743e-02	8.520862790809173021e+03
8.470398945834539672e-02	6.486671823128629512e+03
9.096854620527369817e-02	4.920853474006213219e+03
9.720789776830213169e-02	4.589676209408964496e+03
1.034763038959366499e-01	4.270324361439566928e+03
1.097576444254559219e-01	4.110158162574611197e+03
1.160543084780093354e-01	4.343803735614401376e+03
1.223669666537485351e-01	3.830693804192672360e+03
1.286817263090294094e-01	3.531037250611468608e+03
1.349500801664080818e-01	3.013497160065981006e+03
1.411949558842147678e-01	2.750866484682498594e+03
1.475133575747468451e-01	2.437874124207612113e+03
1.537865074252268427e-01	2.337186287981754049e+03
1.600657544051110326e-01	2.246172081844741115e+03
1.663991168687080635e-01	2.154548600665243157e+03
1.727195645776442856e-01	2.069114622991999113e+03
1.789765213377084718e-01	1.930516682841229567e+03
1.852353690647852158e-01	1.819879473211149389e+03
1.914806787341157279e-01	1.720757223102520356e+03
1.977889868651535599e-01	1.595548386186032531e+03
2.040937735447724277e-01	1.518684529671393420e+03
2.103939302609846018e-01	1.459104597451050040e+03
2.166909709822301688e-01	1.352277344749197482e+03
2.229700281216152047e-01	1.317581893752950464e+03
2.292620027086341994e-01	1.276364977133851198e+03
2.355141508366812297e-01	1.223345643750170893e+03
2.417910583817859116e-01	1.195803570530954175e+03
2.480856539439619257e-01	1.136302498543320780e+03
2.543492256872954549e-01	1.071770498017763657e+03
2.606334251884805386e-01	1.042914332105224730e+03
2.669257370896960802e-01	9.973377056338341617e+02
2.732423343141155980e-01	9.656233524575410456e+02
2.795529680084415936e-01	9.412649706649626751e+02
2.858366292314493129e-01	9.024818251046710884e+02
2.920876271394311496e-01	8.849260693769986119e+02
2.983449844439822751e-01	8.567608680651632085e+02
3.046382639407197446e-01	8.301777259736395536e+02
3.109279127003197196e-01	7.949745068040654132e+02
3.172168171618398036e-01	7.817691919253051083e+02
3.235187567944423082e-01	7.552956010197219712e+02
3.298168217550395687e-01	7.295657403871289262e+02
3.361176429457156667e-01	7.119398378091481163e+02
3.423700375709273769e-01	6.981843125801665337e+02
3.486478192666269682e-01	6.814938317576742293e+02
3.549411614411318028e-01	6.591750401418497631e+02
3.611916935421040642e-01	6.462165174453921281e+02
3.674767089563572564e-01	6.341252188363555433e+02
3.737647795277591056e-01	6.165094715180290450e+02
3.800654031475132477e-01	6.012556179946333259e+02
3.863539861259823738e-01	5.872406172054330682e+02
3.926140181364449755e-01	5.761509896322127133e+02
3.989264500321934581e-01	5.653883299291175035e+02
4.052073244576828714e-01	5.567849800433010614e+02
4.114916477570477182e-01	5.428008268482763015e+02
4.177814272116491257e-01	5.343549922010089404e+02
4.240400648725131116e-01	5.258525421205283692e+02
4.303425690270192283e-01	5.113414392829586177e+02
4.366358560255625965e-01	5.017789925147482109e+02
4.428996183220763605e-01	4.915310313036238199e+02
4.491634418529859563e-01	4.800949732015561153e+02
4.554414146254732731e-01	4.774247751439223748e+02
4.617634470301058558e-01	4.709907419868304714e+02
4.680644242023710433e-01	4.592156955381303192e+02
4.743485242764365895e-01	4.504409827255493610e+02
4.806356136815400082e-01	4.471521439885041218e+02
4.869019258388697646e-01	4.416638303556550227e+02
4.931697099599955947e-01	4.332902431276164066e+02
4.994506747144535908e-01	4.214879589826795723e+02
5.057159051335421429e-01	4.187643522827976881e+02
5.119923996268095356e-01	4.133334203199690933e+02
5.183126097768406826e-01	4.005733239339106717e+02
5.246089638029100000e-01	3.954124379962911462e+02
5.308757308483337267e-01	3.904132337102511201e+02
5.371573527946726934e-01	3.856344769495419200e+02
5.434579563783791256e-01	3.837230031788828342e+02
5.497430652392217842e-01	3.782278221115138876e+02
5.559937427501778773e-01	3.754561433356717544e+02
5.622854676609657654e-01	3.683674559478075139e+02
5.686011537227265711e-01	3.620178726871235995e+02
5.748804589422079614e-01	3.585535399346588861e+02
5.811550210340560296e-01	3.555427166171187991e+02
5.874394496660968468e-01	3.474874657482174030e+02
5.937176220296899176e-01	3.412515681448150531e+02
5.999971954793682505e-01	3.392088567222814959e+02
6.062679115124277596e-01	3.360797228934925442e+02
6.125469576444534381e-01	3.320214451055466611e+02
6.188477733041515272e-01	3.284403266645177268e+02
6.251310567437898813e-01	3.227811386735422730e+02
6.314027450383210560e-01	3.208310858374770191e+02
6.377003562732055375e-01	3.165040215385423039e+02
6.439857783314556494e-01	3.130380585883977460e+02
6.502685417166111925e-01	3.072027153339794836e+02
6.565586117699038216e-01	3.052780806456954110e+02
6.628369282359254377e-01	3.012731316175987217e+02
6.691185444962194362e-01	2.986820295150957918e+02
6.754070198575605755e-01	2.954108820575722802e+02
6.816835514593204692e-01	2.932095301119241526e+02
6.879592533861698112e-01	2.890388760583797421e+02
6.942344317039531587e-01	2.879166082334225507e+02
7.005175402434737908e-01	2.838997984430480983e+02
7.068124956608716758e-01	2.807579980055729152e+02
7.131019009674921527e-01	2.778342123536487520e+02
7.193918251171427247e-01	2.757133367823751087e+02
7.256833807598113140e-01	2.736317123596716669e+02
7.319652682709349989e-01	2.687756934134347944e+02
7.382507990484923344e-01	2.678952929606086855e+02
7.445265842115937893e-01	2.642372267785307827e+02
7.507871101942712455e-01	2.640124987987707641e+02
7.570758465316046459e-01	2.586604005570230811e+02
7.633641233600957365e-01	2.568947869356244382e+02
7.696462959862266917e-01	2.556016474214131620e+02
7.759394865175414102e-01	2.521082679302580232e+02
7.822329141989586843e-01	2.495455093250852769e+02
7.885314936520240181e-01	2.478404134464325637e+02
7.947896566979522071e-01	2.454559608321449389e+02
8.010491096592354809e-01	2.441599152888037167e+02
8.073364061727361651e-01	2.405900024150955971e+02
8.136229488373866170e-01	2.394919839531022490e+02
8.199152998961036776e-01	2.372197337178872090e+02
8.261952636392789762e-01	2.353335635256861167e+02
8.324897070080405914e-01	2.332469610058069236e+02
8.387959309210778480e-01	2.311645286884021857e+02
8.450634639703045181e-01	2.295691944708291885e+02
8.513282867562648182e-01	2.280948851075561947e+02
8.576198263902009566e-01	2.275023378876199729e+02
8.639058477062415697e-01	2.232798254663335058e+02
8.701838745487597837e-01	2.214165905208861034e+02
8.764641096075268534e-01	2.214137707065999905e+02
8.827503873399735745e-01	2.177887661274324387e+02
8.890332768393869323e-01	2.161753178824994848e+02
8.953084247113127780e-01	2.134973590188684796e+02
9.015956521667095602e-01	2.139312518144709827e+02
9.078833328094829680e-01	2.117639991029560349e+02
9.141744106319863450e-01	2.100070626834697123e+02
9.204630817717615043e-01	2.085970102166476465e+02
9.267434415264711456e-01	2.074660753251926053e+02
9.330324197354928906e-01	2.049752693722933543e+02
9.393265785573878812e-01	2.047786573332394084e+02
